SpliceID	Histology
ARHGAP17:24939364-24939597_24935469-24935639_24941986-24942143	H3.1 K28
FLOT2:28884225-28884315_28882978-28883231_28888944-28889026	H3.1 K28
ACD:67658555-67658641_67657985-67658362_67658719-67658816	H3.1 K28
AARSD1:42953724-42953778_42951799-42951894_42954875-42954967	H3.1 K28
NPM1:171390051-171390130_171387694-171388006_171391304-171391412	H3.1 K28
NPM1:171390075-171390130_171387880-171388006_171391304-171391369	H3.1 K28
USE1:17215802-17215851_17215356-17215507_17215991-17216070	H3.1 K28
GDI1:154442111-154442255_154440523-154441794_154442373-154442428	H3.1 K28
FLNA:154354616-154354711_154354380-154354483_154354824-154354889	H3.1 K28
GDPD2:70424976-70425089_70423030-70423382_70425353-70425457	H3.1 K28
PAXBP1:32750917-32751032_32748498-32748698_32751118-32751218	H3.1 K28
EPB41L1:36218876-36218962_36214356-36214440_36221863-36221934	H3.1 K28
ITPA:3213319-3213426_3213168-3213226_3213984-3214058	H3.1 K28
EMP3:48327521-48327561_48326829-48326922_48329351-48329492	H3.1 K28
EMP3:48327521-48327623_48326829-48326922_48329351-48329439	H3.1 K28
EMP3:48327521-48327664_48326829-48326922_48329351-48329492	H3.1 K28
STAT3:42317182-42317224_42316788-42316851_42322284-42322494	H3.1 K28
NSA2:74773868-74774060_74770630-74770810_74776603-74780113	H3.1 K28
AMZ2P1:64974555-64974641_64973231-64973517_64975559-64975579	H3.1 K28
KRIT1:92244002-92244149_92242033-92242137_92244901-92245134	H3.1 K28
MEIS1:66512149-66512294_66464108-66464220_66547942-66548019	H3.1 K28
PNPO:47945861-47945989_47944615-47945612_47946322-47946393	H3.1 K28
DHDDS:26447559-26447660_26446315-26446432_26457790-26457905	H3.1 K28
ZNF326:90007345-90007750_90005132-90005244_90010087-90010286	H3.1 K28
ZNF326:90007612-90007750_90005132-90005244_90010087-90010286	H3.1 K28
TTC31:74490025-74490127_74483321-74483410_74490243-74490473	H3.1 K28
RRAGD:89372437-89372585_89364615-89368207_89377670-89377813	H3.1 K28
CCT3:156334868-156334918_156333546-156333643_156335826-156335888	H3.1 K28
FPGT-TNNI3K:74204391-74204456_74201317-74201410_74236101-74236210	H3.1 K28
CEP350:179990507-179990621_179987239-179987286_179992061-179992221	H3.1 K28
USP34:61203140-61203263_61192900-61192980_61204496-61204601	H3.1 K28
SORBS2:185651784-185651828_185649466-185649656_185652661-185652688	H3.1 K28
MLH1:37020310-37020463_37014431-37014544_37025636-37026007	H3.1 K28
CADPS:62530654-62530812_62518148-62518250_62532870-62533058	H3.1 K28
TRPC4AP:35021190-35021332_35016007-35016139_35035122-35035308	H3.1 K28
CTSB:11847679-11847822_11847051-11847168_11848066-11848152	H3.1 K28
APEH:49676056-49676219_49675890-49675966_49676377-49676506	H3.1 K28
PHACTR4:28457832-28457855_28407409-28407463_28459084-28459258	H3.1 K28
FKTN:105573655-105573746_105558129-105558165_105574944-105575137	H3.1 K28
SUSD1:112052399-112052438_112041866-112041960_112058427-112058686	H3.1 K28
CYP20A1:203245846-203245895_203238976-203239134_203251966-203252109	H3.1 K28
PPP2R2B:146878002-146878195_146856498-146856583_147081058-147081136	H3.1 K28
LDB2:16505840-16505982_16501540-16502873_16508540-16508686	H3.1 K28
C16orf87:46809603-46809785_46796602-46803070_46824385-46824482	H3.1 K28
TBC1D2:98251785-98251926_98243993-98244129_98255172-98255580	H3.1 K28
PALM2AKAP2:109931927-109932028_109925060-109925082_110015953-110016039	H3.1 K28
MAPKAP1:125484443-125484583_125467971-125468109_125506309-125506366	H3.1 K28
NSMF:137455239-137455307_137454390-137454443_137455628-137455634	H3.1 K28
ZDHHC15:75505821-75505847_75478890-75478985_75522888-75523037	H3.1 K28
MPPED2:30535994-30536175_30495295-30495521_30580245-30580494	H3.1 K28
MAN2B1:12658428-12658507_12658223-12658344_12661259-12661376	H3.1 K28
MARK3:103405076-103405267_103385376-103386080_103428386-103428440	H3.1 K28
RASSF8:25995037-25995130_25958681-25959148_26055278-26055446	H3.1 K28
NSFL1C:1464329-1464426_1458029-1458274_1466719-1466824	H3.1 K28
PAN3:28220231-28220378_28177864-28177935_28256291-28256539	H3.1 K28
N4BP2L2:32536933-32537027_32527407-32527532_32538682-32538729	H3.1 K28
NDE1:15696709-15696860_15694164-15694256_15724190-15725119	H3.1 K28
ARHGEF40:21075623-21075765_21075331-21075499_21076359-21076456	H3.1 K28
ARHGEF40:21075645-21075765_21075331-21075499_21076359-21076456	H3.1 K28
PCNX1:70988567-70988699_70976941-70978648_71009633-71009724	H3.1 K28
LGMN:92706483-92706653_92704639-92704707_92709671-92709872	H3.1 K28
ATXN7:63913157-63913225_63912587-63912923_63952378-63952483	H3.1 K28
SCD5:82636591-82636823_82629538-82631517_82680706-82680912	H3.1 K28
WBP2:75851568-75851676_75849356-75849739_75855238-75855306	H3.1 K28
HM13:31549207-31549332_31547445-31549114_31550063-31550121	H3.1 K28
FUZ:49812638-49812736_49812250-49812335_49812995-49813175	H3.1 K28
ERCC1:45414861-45414960_45407333-45409725_45416820-45416859	H3.1 K28
ACTR1B:97658427-97658643_97658223-97658316_97658878-97659003	H3.1 K28
MEMO1:31891992-31892134_31869850-31869952_31917925-31918037	H3.1 K28
COASY:42564709-42564898_42563306-42564577_42564982-42565047	H3.1 K28
NGLY1:25720014-25720191_25718943-25719635_25729132-25729318	H3.1 K28
PPP2R2B:146878002-146878195_146856498-146856583_147035168-147035240	H3.1 K28
ETNPPL:108746762-108746851_108746398-108746529_108748004-108748159	H3.1 K28
EEF2K:22257643-22257770_22257252-22257385_22258493-22258695	H3.1 K28
TMPO:98544230-98544349_98537474-98537572_98544441-98544537	H3.1 K28
NALCN:101283933-101284019_101258442-101258574_101291989-101292094	H3.1 K28
ELN:74060140-74060184_74059867-74060047_74060375-74060501	H3.1 K28
ATP5PO:33909082-33909211_33906448-33907453_33912288-33912399	H3.1 K28
HMCES:129290679-129290804_129288853-129288997_129298353-129298535	H3.1 K28
HNRNPA2B1:26190993-26191128_26189708-26190460_26192494-26192577	H3.1 K28
ADK:74600379-74600493_74589281-74589317_74670182-74670269	H3.1 K28
MDP1:24214310-24214395_24213942-24214151_24214491-24214599	H3.1 K28
KIAA1191:176359481-176359567_176348249-176348356_176359810-176359918	H3.1 K28
TRAPPC2L:88859345-88859750_88858618-88858789_88859892-88859972	H3.1 K28
TRAPPC2L:88859573-88859750_88858641-88858789_88859892-88859972	H3.1 K28
GSTO1:104262979-104263077_104259575-104259798_104266083-104266190	H3.1 K28
GATD1:773428-773629_772426-772521_774007-774113	H3.1 K28
ATP5PO:33909082-33909211_33903934-33904021_33912288-33912399	H3.1 K28
KMT5C:55342215-55342380_55341615-55342046_55342741-55342851	H3.1 K28
CDK5RAP1:33387323-33387533_33385649-33385770_33392141-33392242	H3.1 K28
KIF2C:44753132-44753254_44750441-44750564_44753732-44753833	H3.1 K28
RGMA:93051993-93052507_93035270-93045705_93072915-93073031	H3.1 K28
INIP:112716461-112716541_112694033-112694233_112717986-112718086	H3.1 K28
MOGS:74464496-74464722_74461183-74463386_74464895-74464987	H3.1 K28
HNMT:137970165-137970217_137964309-137964628_138000917-138001025	H3.1 K28
XIST:73822071-73822233_73820655-73821029_73826114-73826301	H3.1 K28
HM13:31554746-31554829_31550063-31550121_31559610-31559647	H3.1 K28
HM13:31554760-31554829_31550063-31550121_31559610-31559647	H3.1 K28
CARD8:48218871-48219012_48215339-48215384_48221729-48221855	H3.1 K28
ERCC1:45413677-45413745_45407333-45409725_45416820-45416897	H3.1 K28
PCM1:17980591-17980755_17972328-17972687_17985446-17985619	H3.1 K28
PCDH9:66903504-66903605_66631209-66631411_67225404-67228575	H3.1 K28
LTA4H:96003838-96003920_96002959-96003064_96006313-96006409	H3.1 K28
TIMMDC1:119500695-119500860_119498546-119498927_119513640-119513719	H3.1 K28
TIMMDC1:119503954-119504021_119498580-119498927_119513640-119513719	H3.1 K28
KCTD20:36474789-36475062_36470051-36470257_36479120-36479223	H3.1 K28
ZFAND3:38082392-38082457_38061592-38061775_38116571-38116676	H3.1 K28
RNF14:141974804-141974955_141973582-141973742_141978302-141978394	H3.1 K28
CPNE2:57137149-57137282_57134774-57134826_57146084-57146321	H3.1 K28
ANXA5:121671547-121671642_121669953-121670012_121672532-121672558	H3.1 K28
ANK2:113373285-113373449_113369513-113373173_113381456-113381471	H3.1 K28
RNF10:120571191-120571291_120566824-120566980_120575630-120575688	H3.1 K28
HNRNPR:23333518-23333631_23323555-23323732_23337753-23337861	H3.1 K28
ILRUN:34646601-34646798_34606554-34606904_34654624-34654779	H3.1 K28
NENF:212442565-212442625_212432919-212433120_212444338-212444442	H3.1 K28
SF3B6:24074076-24074194_24068320-24068459_24076199-24076326	H3.1 K28
ERBIN:66075024-66075230_66053405-66054951_66076315-66076408	H3.1 K28
FYN:111700104-111700268_111699514-111699670_111702884-111703034	H3.1 K28
GNB1:1817837-1817875_1815755-1815862_1825396-1825499	H3.1 K28
BTF3L4:52083340-52083541_52064824-52064938_52086111-52086171	H3.1 K28
RPL5:92833389-92833458_92832039-92832117_92833544-92833660	H3.1 K28
LMBR1:156688030-156688191_156677790-156684163_156724111-156724178	H3.1 K28
ZEB2:144424796-144424864_144404835-144405024_144429768-144430026	H3.1 K28
ZEB2:144424796-144424867_144404835-144405024_144429768-144430026	H3.1 K28
ZEB2:144424796-144424953_144404835-144405024_144429768-144430026	H3.1 K28
PDS5B:32770654-32770761_32770120-32770560_32773188-32773324	H3.1 K28
KIAA1191:176359481-176359567_176350612-176350737_176361601-176361761	H3.1 K28
ARHGEF4:131027945-131028084_130946508-130946635_131038852-131039032	H3.1 K28
SPATS2L:200439122-200439328_200419249-200419496_200440648-200440784	H3.1 K28
SDHC:161328396-161328497_161323613-161323670_161340593-161340655	H3.1 K28
NDUFA12:94994170-94994257_94971331-94971620_95002738-95002821	H3.1 K28
RIPK2:89762829-89762982_89757815-89758233_89765340-89765496	H3.1 K28
SPRING1:116723067-116723223_116719762-116719876_116737789-116738069	H3.1 K28
CNTRL:121171408-121171548_121169610-121169816_121173242-121173509	H3.1 K28
KHDRBS3:135606955-135607037_135581877-135582073_135645058-135645117	H3.1 K28
MAGOH:53233542-53233652_53228871-53228954_53235576-53235635	H3.1 K28
TOMM7:22818000-22818048_22812970-22813185_22822676-22822791	H3.1 K28
SHLD2:87175889-87176095_87170839-87170974_87180074-87180303	H3.1 K28
NUCB2:17315386-17315475_17312027-17312120_17330126-17330297	H3.1 K28
HIKESHI:86306245-86306482_86302210-86302478_86337378-86337495	H3.1 K28
MARK3:103500156-103500200_103487180-103492034_103502881-103503071	H3.1 K28
SIK3:116867946-116868089_116863667-116863818_116870330-116870401	H3.1 K28
WNK1:871265-871348_862082-862270_878211-878312	H3.1 K28
WNK1:871265-871348_862082-862270_878214-878361	H3.1 K28
PTGES3:56665632-56666266_56664775-56664800_56670274-56670364	H3.1 K28
PTGES3:56666204-56666266_56664775-56664800_56670274-56670364	H3.1 K28
C12orf29:88040148-88040265_88035535-88035738_88042824-88042920	H3.1 K28
ANKS1B:98829174-98829353_98800996-98801125_98832028-98832136	H3.1 K28
OCIAD1:48857213-48857365_48851805-48851975_48860724-48861200	H3.1 K28
ATP5PB:111454211-111454356_111449681-111449873_111456085-111456145	H3.1 K28
RPL21:27254220-27254281_27253704-27253843_27255241-27255349	H3.1 K28
AP2B1:35670857-35670898_35657598-35657791_35671753-35671900	H3.1 K28
ZNF263:3288454-3288570_3283954-3284205_3289392-3289875	H3.1 K28
SRCAP:30721189-30721476_30720712-30720978_30722121-30722286	H3.1 K28
CFDP1:75414578-75414695_75412534-75412754_75433288-75433461	H3.1 K28
SMARCE1:40642455-40642559_40637095-40637572_40645575-40645619	H3.1 K28
TLK2:62524236-62524331_62523133-62523177_62536169-62536337	H3.1 K28
BPTF:67886128-67886316_67875555-67875744_67891843-67891962	H3.1 K28
MBD1:50274186-50274353_50273563-50273863_50274976-50275045	H3.1 K28
MECP2:154092184-154092307_154032206-154032557_154097603-154097663	H3.1 K28
RPN2:37232296-37232391_37229972-37230059_37234019-37234095	H3.1 K28
ENSG00000244055:92462958-92463026_92461318-92461410_92491242-92491610	H3.1 K28
PKD2:88057983-88058103_88056065-88056267_88061905-88062004	H3.1 K28
VTA1:142203985-142204065_142198438-142198615_142218497-142219067	H3.1 K28
FAM13B:138018955-138019146_138018301-138018514_138021030-138021197	H3.1 K28
PIKFYVE:208273584-208273733_208271510-208271691_208285725-208285933	H3.1 K28
SENP7:101417593-101417790_101372007-101372126_101458954-101459052	H3.1 K28
ABHD18:127989721-127989821_127984338-127984423_128008919-128008957	H3.1 K28
CAPN7:15241453-15241588_15240753-15240853_15242177-15242253	H3.1 K28
UBE2K:39777682-39777810_39774833-39774933_39778359-39778384	H3.1 K28
ENSG00000223509:32524471-32524600_32522692-32523213_32526812-32526978	H3.1 K28
WDR26:224393828-224394013_224385145-224389860_224398096-224398226	H3.1 K28
MYBL1:66566064-66566243_66562174-66564825_66566683-66566788	H3.1 K28
CNIH1:54432108-54432220_54430157-54430404_54436368-54436437	H3.1 K28
PRXL2C:96645893-96646024_96639576-96641886_96651389-96651495	H3.1 K28
TPM3:154176115-154176248_154173083-154173201_154182987-154183042	H3.1 K28
EFEMP1:55876623-55876742_55874945-55875065_55881611-55881734	H3.1 K28
DNAJC10:182736249-182736386_182732482-182732542_182740298-182740388	H3.1 K28
PHF1:33413736-33413831_33413408-33413557_33414040-33414109	H3.1 K28
PPP4R2:73047186-73047356_72998076-72998158_73059036-73059051	H3.1 K28
PCNX2:233227226-233227371_233218030-233218184_233236844-233236980	H3.1 K28
YIPF1:53883113-53883276_53878641-53878722_53888906-53888986	H3.1 K28
WLS:68193955-68194221_68159122-68159247_68232193-68232545	H3.1 K28
DDX19B:70317496-70317588_70315968-70316104_70324584-70324687	H3.1 K28
LDLRAD3:36036103-36036249_35944061-35944144_36081652-36081778	H3.1 K28
SFSWAP:131764456-131764686_131756472-131756644_131766117-131766308	H3.1 K28
AGAP1:235750354-235750488_235744697-235744839_235797758-235797886	H3.1 K28
USP4:49300467-49300691_49298551-49298635_49302383-49302542	H3.1 K28
ANO6:45302014-45302093_45216019-45216391_45331294-45331423	H3.1 K28
AIG1:143284110-143284225_143165081-143165183_143333281-143333293	H3.1 K28
FNTA:43064101-43064215_43056307-43056546_43069554-43069583	H3.1 K28
ADHFE1:66442798-66442844_66440161-66440199_66444366-66444420	H3.1 K28
TANC1:159163283-159163546_159150369-159150556_159169249-159169372	H3.1 K28
LSM14A:34215124-34215300_34208195-34209051_34215595-34215661	H3.1 K28
ITPRID2:181928161-181928199_181921947-181922412_181929560-181929677	H3.1 K28
ITPRID2:181928161-181928278_181921947-181922412_181929560-181929784	H3.1 K28
ATP6AP2:40597527-40597664_40591233-40591365_40598680-40598734	H3.1 K28
TPST1:66240325-66241270_66205333-66205522_66286510-66286709	H3.1 K28
RAB31:9775278-9775357_9708300-9708444_9792153-9792235	H3.1 K28
SUMO1:202220032-202220106_202214356-202214434_202238439-202238462	H3.1 K28
CUL3:224557659-224557856_224535527-224535641_224584943-224585363	H3.1 K28
UBE2W:73825147-73825249_73810473-73810629_73830380-73830472	H3.1 K28
SEPTIN2:241324216-241324241_241315860-241315982_241325992-241326051	H3.1 K28
RBSN:15082367-15082608_15080731-15080802_15084734-15084896	H3.1 K28
TDRD7:97428460-97428672_97412095-97412238_97430932-97431074	H3.1 K28
GLIS3:4125734-4125941_4117767-4118881_4299420-4299547	H3.1 K28
KIAA2026:5944871-5944960_5929043-5929159_5954015-5954095	H3.1 K28
DCAF10:37857241-37857351_37854779-37854982_37860047-37860193	H3.1 K28
SPRING1:116723067-116723223_116720295-116720447_116737789-116738069	H3.1 K28
EIF3E:108241799-108241913_108239957-108240075_108248612-108248705	H3.1 K28
MFSD14B:94440985-94441099_94438400-94438528_94444963-94445182	H3.1 K28
SP100:230464067-230464150_230462434-230462518_230466300-230466354	H3.1 K28
LRRC40:70189092-70189273_70184784-70184914_70205389-70205579	H3.1 K28
YWHAE:1361930-1362008_1354210-1354347_1364858-1365058	H3.1 K28
APAF1:98703371-98703499_98699407-98699569_98706484-98706610	H3.1 K28
CAPRIN1:34091906-34092056_34090528-34090678_34096478-34096673	H3.1 K28
MCMBP:119835540-119835704_119832011-119832100_119836895-119837029	H3.1 K28
ZDHHC15:75450802-75450922_75431450-75431520_75478890-75478985	H3.1 K28
CDC42BPA:227112671-227112913_227112311-227112422_227119803-227119937	H3.1 K28
SPIDR:47396376-47396626_47293866-47294030_47407860-47407961	H3.1 K28
LDLRAD4:13438244-13438384_13387340-13387762_13621116-13621271	H3.1 K28
RAB22A:58343718-58343799_58311042-58311122_58353272-58353344	H3.1 K28
CPM:68885792-68885885_68871693-68871956_68932677-68932840	H3.1 K28
CPM:68885792-68885889_68871783-68871956_68932677-68932840	H3.1 K28
PPFIA2:81676791-81676844_81457764-81457866_81753972-81754223	H3.1 K28
EAPP:34529358-34529475_34524696-34524807_34533443-34533539	H3.1 K28
BTRC:101430345-101430452_101354032-101354228_101461980-101462058	H3.1 K28
ZNF778:89223157-89223283_89222091-89222183_89224718-89224802	H3.1 K28
SMYD3:245915530-245915640_245863798-245863886_245927930-245928033	H3.1 K28
NFIX:13081680-13081855_13078612-13078735_13090298-13090390	H3.1 K28
LTBP4:40622950-40623021_40622400-40622667_40623603-40623732	H3.1 K28
TARBP1:234398382-234398553_234393645-234393837_234401180-234401216	H3.1 K28
PCMTD1:51860845-51861246_51845660-51845763_51898929-51899036	H3.1 K28
PCMTD1:51860861-51861246_51845660-51845763_51898929-51899113	H3.1 K28
DAP3:155736946-155737063_155731943-155732033_155738156-155738426	H3.1 K28
NAV1:201648634-201649425_201629403-201629507_201712816-201712919	H3.1 K28
AGPAT5:6741661-6741751_6732560-6732650_6755050-6755174	H3.1 K28
PIFO:111348516-111348646_111347673-111347772_111350105-111350223	H3.1 K28
RC3H2:122892909-122893026_122890170-122890545_122897278-122897534	H3.1 K28
FBXO4:41939441-41939616_41934132-41934308_41941191-41941743	H3.1 K28
MRPL13:120432030-120432123_120425305-120425366_120443184-120443308	H3.1 K28
RCSD1:167685421-167685510_167683899-167684001_167690048-167690120	H3.1 K28
ALG11:52018913-52019143_52012390-52012462_52028318-52032171	H3.1 K28
ALG11:52024006-52024937_52012397-52012462_52028318-52028749	H3.1 K28
SLC39A9:69442069-69442266_69424093-69424202_69453240-69453300	H3.1 K28
JPX:73998768-74000496_73994839-73994961_74004269-74007534	H3.1 K28
JPX:73998954-74000496_73994839-73994961_74004269-74007534	H3.1 K28
JPX:73999355-74000496_73994839-73994961_74004269-74004543	H3.1 K28
XPNPEP1:109915011-109915099_109907690-109907815_109923401-109923431	H3.1 K28
HNRNPR:23323556-23323732_23321527-23321663_23333517-23333631	H3.1 K28
ADK:74525256-74525426_74398470-74398579_74589281-74589317	H3.1 K28
GTF2A2:59652206-59652326_59642135-59642262_59657405-59657515	H3.1 K28
LYRM1:20915556-20915714_20902485-20902717_20920121-20920214	H3.1 K28
YES1:732834-732965_721587-724632_736807-736961	H3.1 K28
USP34:61204256-61204380_61192900-61192980_61204496-61204601	H3.1 K28
PPIA:44799247-44799277_44796679-44796793_44801286-44801624	H3.1 K28
GPBP1:57214074-57214193_57175447-57176400_57230845-57230969	H3.1 K28
SLC66A2:79919184-79919400_79902419-79904183_79933968-79934022	H3.1 K28
FUBP3:130595483-130595588_130579576-130579764_130609953-130609987	H3.1 K28
CTNND1:57791385-57791673_57761796-57762046_57795576-57795729	H3.1 K28
NUBP1:10767949-10768032_10761756-10761859_10769046-10769313	H3.1 K28
ORC4:147975902-147975975_147973447-147973524_148020632-148020726	H3.1 K28
PTGES3:56666204-56666266_56664775-56664800_56671748-56671847	H3.1 K28
MARF1:15625372-15625797_15625015-15625173_15630331-15630504	H3.1 K28
PLXNB2:50294726-50294778_50289516-50290597_50307552-50307627	H3.1 K28
PDE9A:42686192-42686262_42653620-42653883_42698967-42699011	H3.1 K28
TMTC2:82857010-82857580_82686879-82687669_82895817-82896646	H3.1 K28
PM20D2:89154748-89154902_89153042-89153185_89158324-89158460	H3.1 K28
